label,flow_duration,total_packets,total_bytes,avg_pkt_len,avg_interarrival_time,flow_bytes_per_sec
Video Streaming,172.76528483247074,15114.28325575456,23206479.06813765,1245.6162452910921,0.009284919927556586,1193342.3622128866
Texting,13.000761646690268,24.36540427691414,187.23354848273857,116.6904399780126,0.430936428786477,1182.7105097617587
Video Call,330.97911843849226,25882.064151856168,15917264.67528526,268.84228080455426,0.028320661723404257,437569.91423342394
Browsing,15.608386746928678,225.31008149348975,532990.8648669755,702.4684751036032,0.040385787650534466,15954.248687094158
Browsing,19.241906737300706,236.54809255282984,157598.30781205645,408.9729978579353,0.14018786730075847,219.67201818520698
Video Streaming,120.1159981912759,13151.174942408727,19769682.4609305,1411.494500235034,0.009601730098291876,1345017.9838908333
Gaming,198.10874065377376,49472.9182838791,10739947.34757588,59.21486678010394,0.021636143264261776,213377.65991816265
Video Streaming,129.2806294907329,20212.81666522454,21207992.694630835,1274.5304404188228,0.017184441263242672,1883097.617197224
Texting,13.247824630924558,37.40366308678468,2515.1655905223206,43.81208169454559,0.3146396558769944,463.71787350293926
Browsing,25.201727953739933,108.5541877226511,182167.08610311087,664.4842043404653,0.16105338766312147,16771.567123425768
Browsing,22.838373766667843,276.82035109774745,263447.18967938796,923.7552417813868,0.12054082235855261,73396.78069184125
Texting,14.737089777219929,30.52325264341753,6524.146535588202,60.97051897769867,0.977247212467758,349.6790547699863
Texting,12.80272250901152,29.855021080343157,1208.7077584364006,119.06483755821024,0.6098790928982791,406.1853637908023
Gaming,112.79371229013435,27265.184429056182,0.0,87.8150076136815,0.0002556961802388114,47704.648076870566
Browsing,24.283941677085842,119.01430927053143,195721.15399654585,831.4454839161393,0.0634229881555273,56546.07791541684
Browsing,12.174781689465973,186.01222634790744,89902.36915494433,327.79180181197705,0.05233602566164686,46544.54121546381
Video Streaming,239.68756584168423,9235.598084830348,12861486.473443413,1481.5264497557534,0.004669194720364028,2423651.4144074204
Browsing,21.513609130490718,32.4827897755862,370668.23848697194,511.26554017707826,0.10101580363000127,118587.74316981825
Video Streaming,192.3506382118425,17519.410307648744,21594830.938543826,1341.7657490984436,0.0033427268170016632,2054978.353568125
Texting,8.820869460459411,29.698152565812435,1656.974923870451,66.63392791316198,0.4851214070632723,761.9522661961385
Video Call,234.37351199094653,22160.530835877642,22533231.189779017,114.42518016771706,0.03177476787069772,861455.327769517
Gaming,490.83674792274604,60873.3933582747,2935972.516884245,59.385446114527866,0.019057972841151193,81475.64165412787
Video Call,291.7102195068355,36948.64054454143,12930254.736564696,346.5785958077796,0.021180605726949412,220185.84245748288
Video Call,141.9185394622678,24499.8648116467,8481065.197026916,115.59421146390417,0.019691601679565577,399959.7881852469
Browsing,19.56126064056275,22.600435579042852,124450.42051260301,511.01724480220173,0.1153422781969929,49500.56713237554
Gaming,387.8166568770364,29027.020607773746,8066801.970370755,54.31564501768336,0.01775886030750749,114558.0918342268
Video Call,208.6176101365905,0.0,23820026.813090663,307.4474468113909,0.009350713599853091,343819.0067845854
Video Streaming,221.5424230615606,23654.53379095593,35654705.02521782,1382.5411239362265,0.009330468844718621,1179576.7798106545
Video Call,424.4044923047727,29961.145877944604,14207436.046847612,314.8675515504902,0.00596106913850929,591824.6002217463
Video Call,139.72944931117974,11373.453518692399,9504703.625051837,271.8327566656303,0.01644328680039309,477033.4439255121
Video Call,62.391069596045895,17755.763279818926,4617375.751035271,141.7388210302652,0.009512023113456353,365868.7574839322
Browsing,17.034222548639114,253.39482381776344,231216.32585816766,231.29035192335664,0.07201479889224217,37407.74030187642
Browsing,13.39360162843532,85.53127112822011,344783.6089600094,434.7783699718039,0.14729260964630156,77429.52412296728
Video Upload,153.08710005036426,7908.406611937344,26739839.789753754,1536.6838538622121,0.007837158008446508,619984.2344623769
Video Streaming,273.98431292964847,13670.992977437943,21988544.89021271,1562.9993656277088,0.012152861435822023,1763423.2082040887
Gaming,54.958136924532454,16767.497743337088,5610435.068411979,13.145555819325352,0.017292587290802682,246396.2883774147
Video Streaming,180.88038071371446,18238.31544301368,7245805.720107086,1416.63133907344,0.012705364484513232,1820030.3892513844
Gaming,201.37034572982364,31448.044941124856,9699406.348209718,88.26290781712352,0.011633398657499208,113714.85356947727
Browsing,5.991697050426502,233.08659364919424,70421.11683867307,747.6791145694081,0.06429541363992478,5332.301456702953
Gaming,37.50139074733602,31641.86000959591,12130834.18098453,93.54498788788698,0.018421864352917823,122482.38272552134
Browsing,19.022631172209636,173.5263618476406,344329.05680533114,320.9778967177287,0.12027181215651207,21893.979404761485
Browsing,20.639766915039605,100.45360482151582,237560.78322303641,906.4453891515419,0.1425059717109109,82394.98529433782
Browsing,18.546348117086737,46.861447842806015,351740.7154370942,434.4035915789923,0.13281485283822467,28911.723934617617
Gaming,352.74383352572727,56609.862131717775,2166368.1798479324,106.82105317787907,0.015722496818007945,161496.36240476175
Video Streaming,115.56195030173828,16548.85036761843,27920717.202946767,1318.03203053922,0.006778277358042332,2235465.0979108405
Gaming,349.3690064134545,23504.684784413315,0.0,116.36198005148393,0.012507070861532788,149227.21069796997
Browsing,8.087900501760235,82.04966119004081,306684.2924910673,467.20036833318653,0.07079534721476491,4175.307244927761
Browsing,14.979111995022787,108.20097849701996,349481.35285078315,1104.5438727164842,0.08987939212053112,0.0
Gaming,317.5111341109306,38168.14859545523,4221822.068596553,60.465262898198105,0.01923297397161477,164558.1340908801
Browsing,13.257778997045632,276.84327997833515,105413.41492766948,427.4399612458646,0.15825287188924597,78736.36192380995
Video Upload,85.55423333205593,14823.107805699865,19523657.989271138,1206.9761514329357,0.007776881921061036,1678339.7832350298
Video Call,205.01639925537793,24264.386463149756,7173615.0359413205,230.3532394644459,0.021752164825456548,377950.01968210656
Video Upload,141.45784302633467,13689.101894854446,20489954.745233703,1426.699951477853,0.014186186751206128,2656521.147303964
Browsing,17.486910308484603,186.4152314667325,306494.5225116518,483.529997376505,0.06792444936436082,97087.3121602111
Video Call,158.1629611795825,32088.951477434748,19971044.188669465,161.97722056916007,0.02096711088513594,435768.19344085746
Texting,0.0,0.0,1622.897826504749,140.4130064777095,0.6141488190487726,694.1773822568675
Video Upload,164.247842884714,10869.863797207583,11609586.57209042,1494.5240924847137,0.0038197042827209223,401340.1014788239
Video Upload,168.313022757814,12571.256357056041,27693559.705490734,1333.1166208616307,0.015669835908314084,1606943.3145679533
Texting,9.471976360722202,44.384778219116406,4788.540304165155,87.75667284853444,0.16684021886794165,245.596778370595
Browsing,0.0,345.04979890033417,39169.84121415578,336.82064251498315,0.015697462860806213,15160.767200485723
Video Streaming,137.6229788899683,17102.301888404756,24961270.26434779,1072.2843466310428,0.0,1107523.7138783173
Browsing,17.225666559535114,223.39575933066652,69541.55992367011,434.40008393471794,0.10579696714031062,61844.65496151945
Video Streaming,199.756771589373,12976.53376309601,24440225.71504997,1442.5135879587199,0.013679629213487778,1457597.102382628
Video Streaming,41.12505649862027,20025.593510525207,17528331.1705554,1173.256171008099,0.008084992662966153,1396392.1617311954
Video Call,476.1660101621559,32622.31578429228,15613340.101555435,332.0694082820829,0.020497884608409223,443821.9416696426
Video Upload,125.81792908338979,13446.138343034641,9670696.9219868,1323.8698955178786,0.004785335153207087,1804410.0274726977
Video Call,183.5481128366527,21233.951939883624,28085858.722241044,294.49063120179727,0.019052272725361565,381462.81817934685
Gaming,93.45445959833205,50298.782133476445,5530787.717692642,88.34505120672617,0.024885782639261673,165106.28433150018
Texting,3.169473235996696,22.662824051971025,2731.8072998196276,74.39625952881495,0.6647534853412377,500.93217966289154
Video Upload,14.921643922568236,17304.72188352034,14696107.216230012,1326.9541826266059,0.011591528087466961,2428198.462977582
Video Call,228.12846111070448,18355.996514285453,6696350.031862908,202.58251220732558,0.03964230384701838,483579.6361797056
Browsing,30.90353160473748,94.0028050581418,144010.43932770466,623.7090667866273,0.1255897129563816,0.0
Texting,13.509574420918064,17.56527630671199,0.0,170.45778942446145,0.4544810209591609,126.71922968476679
Video Upload,133.13258564998702,5741.296125741108,35478965.5169519,1417.2943634184574,0.006888142062463473,1644553.0679522718
Video Upload,150.52643729572551,13277.0935110541,42569528.19648361,1505.015472203446,0.007201739347046353,1840335.086954229
Video Call,266.4541396502766,25201.302609701066,16021062.086389648,233.49636777345887,0.02975839068809759,469022.4140184866
Browsing,16.06745730655497,229.49773539707832,86572.9599802041,740.5965117708578,0.20664963560290314,41805.03157507557
Browsing,12.632290231828724,216.7545188252807,13734.87209611028,603.9917013929148,0.16792391351856828,70983.45220287715
Video Streaming,336.0805072252655,22831.777988640355,30765904.08189461,1437.9279290941963,0.014442961850363987,1067738.1105244083
Texting,4.622832268321183,19.569625279673467,2056.430183507603,14.501720163895087,0.35957400234226544,459.6992111842044
Browsing,8.967537263521045,134.58512225602453,320041.84038754937,565.3447040004557,0.10895395590892396,32148.333277571644
Browsing,0.0,57.105347071415494,91525.07919600882,476.6498639261808,0.08148455882807758,66894.39006816526
Texting,13.385884629243906,0.9934365660745783,2691.4913939831576,11.16482247388005,0.47958703398163305,470.6794471830695
Video Streaming,221.28776231420323,18026.45130288357,33318352.42468814,1510.4581953270545,0.010401068388757479,1909181.1831712613
Video Upload,115.70902033535106,9519.367906791662,19286706.400406502,1395.1097996954545,0.0076548028438736294,1680657.541418613
Browsing,39.9947068240871,169.8178476391264,417420.35450527177,802.7763722934615,0.0,6955.588823086458
Gaming,558.8388058179403,31096.458843565593,19209702.943267483,54.16901597491524,0.010982189169880962,145848.94505641027
Video Streaming,133.6945752571282,11941.964193227495,31330559.83234322,1242.5582877123813,0.00544603731892273,1140054.5494395543
Browsing,26.76329844840201,178.19793040032508,59738.16285908967,464.9320202858265,0.1205596203000818,55644.0712293605
Video Upload,50.81387449465929,10375.176551527617,14156205.618427355,1406.4571540670222,0.013700941296575005,1963274.9910734734
Video Streaming,78.70753186137009,9256.1356586191,20209697.554481685,1600.643449983464,0.019463733285194584,1080550.9481358763
Gaming,58.874571334624704,28341.582146176424,7644617.883389793,77.75767645777744,0.012824882223723575,74531.21527230093
Video Call,272.7068562538766,23209.878416600586,25512196.574228734,418.3943567786464,0.027452549095563182,826709.3403421666
Browsing,11.02030859088008,193.8433007374428,215425.37180125588,230.92877409224963,0.14423195461414412,24785.758593821367
Browsing,0.0,11.76569448105056,142592.0113322424,659.5989796386408,0.12600172670084067,25218.79360824623
Video Call,117.35590489883188,10760.882782832019,16556892.168446356,367.9048023042584,0.023493689906156266,260882.2015355243
Video Call,180.5593903689807,16448.7282661851,15630817.662568986,297.9397263192447,0.0046076149166635536,189025.06813274574
Gaming,371.8510834054027,15330.871539747506,4083271.0638353657,56.099853705882595,0.013624647279107316,229640.62033023877
Video Call,163.2485318270295,21586.648761135184,6818809.703792605,220.27440765921986,0.01806880312206444,613455.0760597886
Video Call,308.6426522878199,27974.866623924754,9465615.161818136,162.71299342613844,0.03302016215606325,538495.7305773507
Video Call,187.12631006443354,21111.311652557953,6806701.323894027,384.4708526785606,0.02524571776316647,479199.6804354654
Video Call,209.19169614047243,26209.77696995897,15378764.004261216,146.18855161874262,0.011547485503258289,540223.7879570632
Texting,5.940875508116789,32.41689097472764,3818.0449292513185,81.27603794552027,0.2992998108502753,423.19506767933444
Browsing,0.8223793137480957,116.83334805834109,575153.3918620786,886.7282966509099,0.10991266480614678,35045.458027980516
Video Upload,118.66146438244539,10838.314072480407,27878449.358473774,1340.198705298397,0.01283553005041108,1260197.043742579
Video Upload,121.47205582240382,12617.269991674724,16097233.101294082,1246.3205124054932,0.005001549051357124,2737813.622383397
Video Streaming,246.19737271023763,14823.903699799434,33497396.239641454,1495.8021727924167,0.003335104781102537,1246643.0834743155
Texting,11.437667426776558,13.258642804194295,1491.7642535734897,41.229192587701945,0.8344340665422068,553.7502015059047
Gaming,142.62021539110043,38876.27273313102,7130804.632392215,72.36311211899054,0.01157053629361097,310580.18226359703
Texting,5.8150592384018225,22.869055475419188,3728.7450054752017,70.20309023278918,0.7923359247352919,506.86635680725783
Video Call,109.22934466641684,33009.51129480407,10513868.298234422,361.20313618770217,0.02804288879024888,268283.7393004342
Browsing,29.309959406158686,100.00874948579221,350228.087160397,351.46376290982676,0.13668727981936524,32232.617632598318
Browsing,14.91600758415506,141.65555759001978,123837.0147778548,367.3455585705382,0.1219175554532286,29755.56984453346
Video Streaming,230.37826311310172,10478.015139093975,11453880.930140175,1296.568064881407,0.01773062067245969,1373697.2111468755
Video Streaming,214.04387545130038,8736.319652479913,15901517.820719019,1238.002958775939,0.012273377432917575,1566984.4254474044
Browsing,2.5876395071693885,222.19397502813354,180795.78050787275,840.565376820573,0.08966611692572311,11214.162153296318
Video Upload,75.77691337196589,16349.662904105231,21750837.33635596,1353.8907522076656,0.006603233041091576,3448225.591825521
Video Streaming,183.89873088466794,15573.40503407243,24081003.04895418,1345.2425558726889,0.008610004346219367,1678371.3940579093
Video Streaming,279.7766950073883,15099.009935920443,30116341.821531117,1361.3429585896845,0.004725812438346769,1775240.042428629
Browsing,15.082305440632762,11.981377194161837,103396.87998366715,464.6061651997746,0.13116383169959578,30611.336673924972
Video Streaming,131.98490674728822,21992.332692713182,26057717.923913807,1411.5160510348858,0.004664296439840139,1414447.9500535433
Video Streaming,117.29457673483017,15085.031229406584,36979980.26941468,1186.38022783359,0.007273422171758572,1656970.7002541486
Texting,4.0980147994278795,24.042010075799237,1840.172448862767,41.41119080785293,0.5244830046552111,160.80657245754105
Video Streaming,154.54001686260204,14550.432450880386,45999312.29891496,1080.8919970808531,0.019959217839042552,806803.7572126521
Texting,8.528612480159985,11.596182097962913,0.0,84.14769079440674,0.2835374950286339,950.0416358434115
Video Call,256.18232427767566,17920.460152193988,12249101.276873033,111.60669864500323,0.028094974153704946,491541.4890972876
Video Streaming,315.05747694547756,9720.001221590226,31484695.207309037,1327.8922046130435,0.0066606876324912904,1352005.622954547
Browsing,13.958886866042656,131.7726203314414,127232.93091730289,199.05333475807765,0.0,69614.90234358689
Browsing,25.707602799125347,63.44453491127935,99071.25775682648,757.7314507372819,0.11178154796006018,64531.63010047453
Video Streaming,135.31637074326426,18846.024399469556,31963168.51216902,1404.2018429634632,0.02707541187612058,1485658.6099528207
Browsing,2.411719621565446,344.69063345389844,174898.71083817305,452.6499057710397,0.13278898726725952,57021.13713807268
Gaming,0.0,43993.14543929326,8651507.654571073,101.74237239112506,0.010942612346003161,82977.87242849408
Video Streaming,303.3231348113272,11862.470008258322,25708772.89246176,1440.6843449120568,0.009565363605475807,1450562.8256428286
Gaming,347.28913878824727,22371.641469913997,14477795.457539007,116.11914848961582,0.011479164040263869,220164.02509054705
Gaming,410.62126734611195,31798.106717189345,7677197.911825491,116.59964216265288,0.01246046590421926,320390.7963211888
Video Call,108.83599383752261,0.0,5643121.475291008,263.3424031921337,0.010801161792258266,458827.7636369712
Texting,10.47654045035986,17.61921639748766,2101.8181296533694,109.25544328153144,0.5354423107269302,578.8307916260908
Video Call,279.01970013784205,10135.938790446435,15526006.603645725,232.3759713700158,0.02644131473108253,352715.8256724052
Video Call,180.45806818548058,20940.67047076958,16636655.502901226,179.9567363316944,0.012684982550776151,459717.66265079094
Video Call,127.19661722252233,18851.67976063671,18718679.678548776,154.35329463224508,0.01915438576434863,369342.1682902774
Texting,20.519149383179556,25.91413300379636,1851.0528655556752,114.06890685423507,0.6495212162816743,941.8501338244783
Video Streaming,99.39688516432246,19789.532003356802,30059352.532200135,1452.6735741615307,0.013732710591145508,2125490.958018812
Video Call,259.01363228012684,22605.508135238764,21321384.701477733,357.01658797245165,0.01589126627197894,438954.08245814324
Video Call,0.0,15864.489053275513,11287455.469748199,223.64383243998293,0.021198909634882666,463510.04791272903
Video Call,130.09617634885998,8015.232658024805,13794331.358784137,190.48085721074187,0.007822621197851341,493970.344883829
Video Upload,186.1459106481144,9883.08933430965,16455640.244537398,1592.81669533163,0.005728494442942754,2041622.673563259
Video Call,75.20243143621414,29096.716641149535,25701226.84894506,227.7660119609604,0.025126871829459583,570060.9322263538
Video Call,160.61674069053527,29775.087252759622,29085004.226775594,219.7354352650196,0.022838926091440448,374269.519666264
Video Streaming,213.57196878588059,7482.1858752403605,48066605.30884808,1305.1948838205258,0.005227232167998713,2242583.574259846
Texting,17.272389521336226,17.358190659303308,722.9977611387687,60.951366380064115,0.44179561187903005,412.6940706459902
Browsing,11.14402892020014,113.80633345577459,285999.1221004223,269.9668829465252,0.07949544903753872,66113.60092532763
Browsing,35.25745311755006,185.37753468355197,321751.95516118716,956.8900919936475,0.13588901651084812,67216.67147236894
Video Call,170.75700342656185,15896.958947412975,9999720.271211026,302.3507642545663,0.019622838990168215,603481.5749544743
Browsing,16.27504261193603,11.411296671896793,174781.96167233743,905.9347334914787,0.09190357750489764,36495.81426150231
Gaming,220.6751564575087,29175.854763064795,6816237.102888398,73.04811755047382,0.019818928528013847,124617.2486356851
Video Upload,135.08948490519256,11064.803393262846,28326302.492010053,1358.9514833162757,0.010608381969102633,2509692.475716495
Texting,10.160167178233081,0.0,2171.444728628476,87.5263343942404,0.5488530947429403,1135.0636181206198
Browsing,19.873040234757404,194.90495854388996,132965.25568817227,783.4123157751987,0.1586512262673196,44790.46959503957
Browsing,23.454902675214253,52.58750029605926,0.0,332.0250563469872,0.13773956487539687,36985.16330835829
Gaming,308.42335596196875,23353.702921207063,7844218.760053864,78.46704576929912,0.029390095747315874,127533.66564025558
Video Upload,78.4527863218712,10458.827603454241,18275978.149032783,1359.4155784022116,0.013269938906486098,1735747.0440130858
Video Streaming,84.93171151604801,14403.608892508562,9088095.853678437,1448.932820798893,0.00749181351652217,1925761.363747396
Video Call,258.93459714342646,8949.443011893154,14959308.047628112,324.0091874556253,0.015122504986278264,607455.5079389253
Video Streaming,196.29433018151647,15155.329035867839,9541339.196773358,1296.3976071943675,0.008604376533104667,2787156.9363795873
Video Upload,136.35313008549764,12201.623086365233,19191004.192016836,1444.7635196980877,0.011492631809554576,3117132.8789064884
Gaming,297.46054828002497,50935.40106239166,12842178.828707766,66.64697695068715,0.008103934722518713,159231.63994191572
Video Upload,96.5785799608464,16352.97123031998,20763849.320630845,1268.029368441773,0.007560700435151554,2485017.183830259
Video Upload,160.9271042733776,9044.728315960121,9012743.467110554,1684.5698416085772,0.012148843304618165,900141.7040993222
Browsing,9.590561682000361,115.02925307653192,217246.29570648423,169.7753726537856,0.08057371264550733,54302.20773972051
Video Call,45.92889985551105,28875.138841899483,15703900.826232925,146.2063807138016,0.017427461345517852,505358.5444902735
Video Streaming,243.26990423833985,13983.892320797293,37049396.87763356,1294.8428363116675,0.01196832621682423,997413.4197853575
Browsing,30.21082951591705,92.08525650516823,127988.65731929406,384.87365126181504,0.08610332519699869,0.0
Browsing,15.49352894228041,179.36593932020725,173119.63306516726,393.24813945845597,0.11180921543413208,74532.34716193013
Video Call,136.6360812070231,19212.004211188352,16906026.62587061,360.7336502523042,0.014290251809348497,391666.61851932015
Texting,12.729460438440398,28.67500931929242,2147.7504239435466,67.59954764669052,0.2704883427383604,429.3466595963351
Texting,0.0,23.206814435289505,1634.9494199564356,87.29019497127807,0.3173494086070855,971.4081988940936
Browsing,11.473763954940082,36.08955756655274,251403.69826931,584.028556581854,0.14772333620058717,11999.32144076156
Browsing,0.5020683005954396,189.30512472043887,262295.3315508675,735.7085230754436,0.023470180126815413,60860.054425395785
Video Call,186.43276183985904,17302.875678823166,12968136.31296975,358.6699801378088,0.011679666273048823,410995.52900072426
Video Streaming,175.0981903302904,4130.908729238332,25060065.500790786,1260.825254757069,0.009407621194384423,1244433.4412446658
Video Streaming,110.5979029495551,17237.014194860625,42941332.27793875,1234.2854118860091,0.013533349475755806,2063535.8586506094
Browsing,2.345093790766416,134.73161424904052,0.0,451.4573877223478,0.16025795139772697,11615.789320069685
Texting,13.739301150676205,19.108702928260815,776.0537338113188,111.76453907504506,0.6301027128981141,104.9131420708847
Browsing,19.854572568323334,194.12680041880358,0.0,652.2168565238237,0.04309477688603162,31197.21641787312
Video Upload,225.50108123519675,11861.814591775716,12565149.357128296,1504.0240239000273,0.01032375571203608,2115224.1553896083
Video Call,67.2281249400655,24817.91783531579,8054338.464396438,134.4790260832105,0.02574497291340386,316162.075008665
Video Upload,121.18447477342686,19324.2179026169,23041300.811484244,1333.1655866934589,0.006368464873714517,2357104.8248261986
Gaming,668.0066315386298,33964.43598720569,9951560.986666879,107.04316742474518,0.020487428157522608,130422.70535980823
Texting,0.0,20.86781650880011,4591.444246168876,173.1095512455865,0.7386437359373442,450.47088108519415
Video Call,23.764831410152226,18478.82960651606,1228693.4824903794,278.30380644172425,0.02762856246668851,263829.47180833947
Browsing,8.370605221743238,87.63524851006368,346514.34694133117,552.4850642256822,0.07059072643259089,44401.6450700932
Browsing,27.424415727845208,271.48647265045815,232024.41885335607,410.8899490642776,0.11919689211616384,0.0
Browsing,18.606179399145063,191.49102446898937,130637.31363613188,872.4904820006764,0.12285227626940809,41817.27087409641
Video Call,87.46308105949319,20147.702251158265,21314882.959529415,231.33485647960836,0.023192796239812366,316647.00545876607
Video Call,153.41530392369754,14735.287471017928,10232928.27725558,317.6629418482652,0.01650556136392504,47550.71670396795
Video Call,284.252505971923,17630.13476457456,13648125.66164893,222.48802164004093,0.0,272610.4568907051
Video Streaming,36.87188545957201,18101.87968351566,14468572.349664716,1302.4864430747443,0.02078368721067764,1350576.8077490486
Browsing,30.983648576251802,201.15710921570303,650139.1167188749,559.548270035675,0.10419204027760745,0.0
Texting,18.540151329902784,18.46182783233655,5838.645842441396,124.66262295275621,0.6513779977755475,282.8688781111471
Video Call,340.6829688061933,20281.29906312214,12178570.042584384,168.92968595278796,0.02961264955956147,418741.8607080139
Texting,10.079570748084969,13.035882287480224,3621.2117369056905,120.28759335409774,0.7560633124969486,799.5817606800646
Video Streaming,144.2685233158859,14955.790361568848,21674084.882738214,1162.1015189236236,0.015349828320609403,1708750.9740304474
Video Streaming,189.97827121096938,13485.132992761868,8850711.126053097,1275.3617607265785,0.0031697712365467198,1623615.7214249417
Texting,5.2179315915673845,31.816611531421643,887.599231298778,149.5967328566505,0.8301995310007518,184.28498099978998
Video Call,186.55283299240423,33476.96261863198,10606701.4020006,327.2978883004581,0.021046154774849873,178826.2940811615
Texting,6.647036403237934,8.096864815314193,1432.5433652592565,116.82003898142767,0.501345354130248,655.7182019584343
Browsing,24.321363348533172,137.87814144027084,193110.13520971962,504.6848882197038,0.1177283171850061,91360.47927154985
Browsing,23.44419414606208,96.13787361294902,353061.60887281725,824.3700167117731,0.07437657653178623,24910.456611639398
Texting,3.1916450248256254,25.848458007515365,1542.1991056977433,99.51368520313058,0.3648740017889722,524.7560279998941
Browsing,3.8188852380597744,180.3635116317489,119433.62909538706,475.6169479834614,0.06385556622526437,54279.79180127647
